ts,avg,measurement,occupied,autoCnt,manualCnt,dmccLatencyMs,autoCntAtRecord,manualCntAtRecord
1756817452598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817457581,NaN,-1,false,0,1,1,ERROR-null-result,
1756817462593,NaN,-1,false,0,1,1,ERROR-null-result,
1756817467601,NaN,-1,false,0,1,1,ERROR-null-result,
1756817472583,NaN,-1,false,0,1,1,ERROR-null-result,
1756817477592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817482592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817487595,NaN,-1,false,0,1,1,ERROR-null-result,
1756817492603,NaN,-1,false,0,1,1,ERROR-null-result,
1756817497598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817502582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817507593,NaN,-1,false,0,1,1,ERROR-null-result,
1756817512596,NaN,-1,false,0,1,1,ERROR-null-result,
1756817517596,NaN,-1,false,0,1,1,ERROR-null-result,
1756817522592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817527599,NaN,-1,false,0,1,1,ERROR-null-result,
1756817532582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817537592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817542592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817547600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817552581,NaN,-1,false,0,1,1,ERROR-null-result,
1756817557594,NaN,-1,false,0,1,1,ERROR-null-result,
1756817562595,NaN,-1,false,0,1,1,ERROR-null-result,
1756817567582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817572601,NaN,-1,false,0,1,1,ERROR-null-result,
1756817577585,NaN,-1,false,0,1,1,ERROR-null-result,
1756817582599,NaN,-1,false,0,1,1,ERROR-null-result,
1756817587582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817592600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817597584,NaN,-1,false,0,1,1,ERROR-null-result,
1756817602592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817607597,NaN,-1,false,0,1,1,ERROR-null-result,
1756817612598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817617584,NaN,-1,false,0,1,1,ERROR-null-result,
1756817622600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817627586,NaN,-1,false,0,1,1,ERROR-null-result,
1756817632597,NaN,-1,false,0,1,1,ERROR-null-result,
1756817637592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817642598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817647586,NaN,-1,false,0,1,1,ERROR-null-result,
1756817652595,NaN,-1,false,0,1,1,ERROR-null-result,
1756817657600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817662581,NaN,-1,false,0,1,1,ERROR-null-result,
1756817667592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817672592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817677597,NaN,-1,false,0,1,1,ERROR-null-result,
1756817682599,NaN,-1,false,0,1,1,ERROR-null-result,
1756817687591,NaN,-1,false,0,1,1,ERROR-null-result,
1756817692586,NaN,-1,false,0,1,1,ERROR-null-result,
1756817697593,NaN,-1,false,0,1,1,ERROR-null-result,
1756817702594,NaN,-1,false,0,1,1,ERROR-null-result,
1756817707592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817712591,NaN,-1,false,0,1,1,ERROR-null-result,
1756817717593,NaN,-1,false,0,1,1,ERROR-null-result,
1756817722592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817727592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817732592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817737593,NaN,-1,false,0,1,1,ERROR-null-result,
1756817742592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817747596,NaN,-1,false,0,1,1,ERROR-null-result,
1756817752592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817757593,NaN,-1,false,0,1,1,ERROR-null-result,
1756817762592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817767592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817772598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817777600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817782582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817787592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817792597,NaN,-1,false,0,1,1,ERROR-null-result,
1756817797601,NaN,-1,false,0,1,1,ERROR-null-result,
1756817802582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817807593,NaN,-1,false,0,1,1,ERROR-null-result,
1756817812594,NaN,-1,false,0,1,1,ERROR-null-result,
1756817817600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817822584,NaN,-1,false,0,1,1,ERROR-null-result,
1756817827600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817832586,NaN,-1,false,0,1,1,ERROR-null-result,
1756817837592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817842592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817847598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817852582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817857591,NaN,-1,false,0,1,1,ERROR-null-result,
1756817862598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817867600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817872587,NaN,-1,false,0,1,1,ERROR-null-result,
1756817877603,NaN,-1,false,0,1,1,ERROR-null-result,
1756817882592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817887592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817892602,NaN,-1,false,0,1,1,ERROR-null-result,
1756817897582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817902596,NaN,-1,false,0,1,1,ERROR-null-result,
1756817907592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817912592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817917599,NaN,-1,false,0,1,1,ERROR-null-result,
1756817922586,NaN,-1,false,0,1,1,ERROR-null-result,
1756817927595,NaN,-1,false,0,1,1,ERROR-null-result,
1756817932602,NaN,-1,false,0,1,1,ERROR-null-result,
1756817937600,NaN,-1,false,0,1,1,ERROR-null-result,
1756817942583,NaN,-1,false,0,1,1,ERROR-null-result,
1756817947592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817952592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817957598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817962582,NaN,-1,false,0,1,1,ERROR-null-result,
1756817967594,NaN,-1,false,0,1,1,ERROR-null-result,
1756817972592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817977598,NaN,-1,false,0,1,1,ERROR-null-result,
1756817982597,NaN,-1,false,0,1,1,ERROR-null-result,
1756817987592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817992592,NaN,-1,false,0,1,1,ERROR-null-result,
1756817997595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818002592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818007600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818012583,NaN,-1,false,0,1,1,ERROR-null-result,
1756818017591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818022602,NaN,-1,false,0,1,1,ERROR-null-result,
1756818027586,NaN,-1,false,0,1,1,ERROR-null-result,
1756818032592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818037594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818042601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818047586,NaN,-1,false,0,1,1,ERROR-null-result,
1756818052601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818057592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818062582,NaN,-1,false,0,1,1,ERROR-null-result,
1756818067598,NaN,-1,false,0,1,1,ERROR-null-result,
1756818072581,NaN,-1,false,0,1,1,ERROR-null-result,
1756818077591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818082595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818087592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818092601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818097583,NaN,-1,false,0,1,1,ERROR-null-result,
1756818102601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818107590,NaN,-1,false,0,1,1,ERROR-null-result,
1756818112591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818117582,NaN,-1,false,0,1,1,ERROR-null-result,
1756818122601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818127592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818132586,NaN,-1,false,0,1,1,ERROR-null-result,
1756818137602,NaN,-1,false,0,1,1,ERROR-null-result,
1756818142593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818147595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818152592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818157601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818162582,NaN,-1,false,0,1,1,ERROR-null-result,
1756818167600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818172584,NaN,-1,false,0,1,1,ERROR-null-result,
1756818177591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818182592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818187600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818192592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818197589,NaN,-1,false,0,1,1,ERROR-null-result,
1756818202584,NaN,-1,false,0,1,1,ERROR-null-result,
1756818207592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818212592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818217598,NaN,-1,false,0,1,1,ERROR-null-result,
1756818222592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818227600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818232582,NaN,-1,false,0,1,1,ERROR-null-result,
1756818237592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818242591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818247591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818252600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818257586,NaN,-1,false,0,1,1,ERROR-null-result,
1756818262600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818267581,NaN,-1,false,0,1,1,ERROR-null-result,
1756818272592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818277600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818282581,NaN,-1,false,0,1,1,ERROR-null-result,
1756818287602,NaN,-1,false,0,1,1,ERROR-null-result,
1756818292582,NaN,-1,false,0,1,1,ERROR-null-result,
1756818297591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818302591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818307591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818312592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818317600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818322582,NaN,-1,false,0,1,1,ERROR-null-result,
1756818327594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818332599,NaN,-1,false,0,1,1,ERROR-null-result,
1756818337590,NaN,-1,false,0,1,1,ERROR-null-result,
1756818342584,NaN,-1,false,0,1,1,ERROR-null-result,
1756818347591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818352599,NaN,-1,false,0,1,1,ERROR-null-result,
1756818357581,NaN,-1,false,0,1,1,ERROR-null-result,
1756818362598,NaN,-1,false,0,1,1,ERROR-null-result,
1756818367588,NaN,-1,false,0,1,1,ERROR-null-result,
1756818372597,NaN,-1,false,0,1,1,ERROR-null-result,
1756818377600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818382592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818387585,NaN,-1,false,0,1,1,ERROR-null-result,
1756818392596,NaN,-1,false,0,1,1,ERROR-null-result,
1756818397600,NaN,-1,false,0,1,1,ERROR-null-result,
1756818402583,NaN,-1,false,0,1,1,ERROR-null-result,
1756818407592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818412591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818417592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818422592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818427593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818432597,NaN,-1,false,0,1,1,ERROR-null-result,
1756818437596,NaN,-1,false,0,1,1,ERROR-null-result,
1756818442592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818447593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818452596,NaN,-1,false,0,1,1,ERROR-null-result,
1756818457599,NaN,-1,false,0,1,1,ERROR-null-result,
1756818462587,NaN,-1,false,0,1,1,ERROR-null-result,
1756818467601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818472582,NaN,-1,false,0,1,1,ERROR-null-result,
1756818477597,NaN,-1,false,0,1,1,ERROR-null-result,
1756818482593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818487595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818492593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818497605,NaN,-1,false,0,1,1,ERROR-null-result,
1756818502593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818507601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818512583,NaN,-1,false,0,1,1,ERROR-null-result,
1756818517591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818522594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818527596,NaN,-1,false,0,1,1,ERROR-null-result,
1756818532597,NaN,-1,false,0,1,1,ERROR-null-result,
1756818537594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818542593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818547593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818552607,NaN,-1,false,0,1,1,ERROR-null-result,
1756818557592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818562595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818567593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818572591,NaN,-1,false,0,1,1,ERROR-null-result,
1756818577593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818582594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818587594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818592594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818597596,NaN,-1,false,0,1,1,ERROR-null-result,
1756818602594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818607593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818612592,NaN,-1,false,0,1,1,ERROR-null-result,
1756818617593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818622593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818627596,NaN,-1,false,0,1,1,ERROR-null-result,
1756818632594,NaN,-1,false,0,1,1,ERROR-null-result,
1756818637595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818642593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818647593,NaN,-1,false,0,1,1,ERROR-null-result,
1756818652595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818657597,NaN,-1,false,0,1,1,ERROR-null-result,
1756818662595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818667601,NaN,-1,false,0,1,1,ERROR-null-result,
1756818672586,NaN,-1,false,0,1,1,ERROR-null-result,
1756818677595,NaN,-1,false,0,1,1,ERROR-null-result,
1756818682594,NaN,-1,false,0,1,1,ERROR-null-result,
1756821663419,NaN,-1,false,0,1,2,ERROR-null-result,
1756821668454,NaN,-1,false,0,1,3,ERROR-null-result,
1756821673417,NaN,-1,false,0,1,1,ERROR-null-result,
1756821678424,NaN,-1,false,0,1,1,ERROR-null-result,
1756821683432,NaN,-1,false,0,1,4,ERROR-null-result,
1756821812760,NaN,-1,false,0,1,1,ERROR-null-result,
1756821817761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821822761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821827761,NaN,-1,false,0,1,3,ERROR-null-result,
1756821832761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821837761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821842760,NaN,-1,false,0,1,2,ERROR-null-result,
1756821847761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821852765,NaN,-1,false,0,1,2,ERROR-null-result,
1756821857774,NaN,-1,false,0,1,1,ERROR-null-result,
1756821862767,NaN,-1,false,0,1,2,ERROR-null-result,
1756821867761,NaN,-1,false,0,1,2,ERROR-null-result,
1756821872774,NaN,-1,false,0,1,2,ERROR-null-result,
1756821877761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821882761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821887761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821892761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821897761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821902770,NaN,-1,false,0,1,2,ERROR-null-result,
1756821907751,NaN,-1,false,0,1,2,ERROR-null-result,
1756821912772,NaN,-1,false,0,1,2,ERROR-null-result,
1756821917761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821922759,NaN,-1,false,0,1,2,ERROR-null-result,
1756821927765,NaN,-1,false,0,1,1,ERROR-null-result,
1756821932761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821937767,NaN,-1,false,0,1,3,ERROR-null-result,
1756821942761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821947764,NaN,-1,false,0,1,1,ERROR-null-result,
1756821952765,NaN,-1,false,0,1,2,ERROR-null-result,
1756821957762,NaN,-1,false,0,1,3,ERROR-null-result,
1756821962766,NaN,-1,false,0,1,1,ERROR-null-result,
1756821967761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821972769,NaN,-1,false,0,1,2,ERROR-null-result,
1756821977760,NaN,-1,false,0,1,1,ERROR-null-result,
1756821982761,NaN,-1,false,0,1,1,ERROR-null-result,
1756821987766,NaN,-1,false,0,1,1,ERROR-null-result,
1756821992761,NaN,-1,false,0,1,2,ERROR-null-result,
1756821997761,NaN,-1,false,0,1,1,ERROR-null-result,
1756822002775,NaN,-1,false,0,1,1,ERROR-null-result,
1756822007761,NaN,-1,false,0,1,1,ERROR-null-result,
1756822012761,NaN,-1,false,0,1,2,ERROR-null-result,
1756822017760,NaN,-1,false,0,1,1,ERROR-null-result,
1756822022761,NaN,-1,false,0,1,2,ERROR-null-result,
1756822027777,NaN,-1,false,0,1,1,ERROR-null-result,
1756822032760,NaN,-1,false,0,1,2,ERROR-null-result,
1756822037762,NaN,-1,false,0,1,2,ERROR-null-result,
1756822042759,NaN,-1,false,0,1,1,ERROR-null-result,
1756822047761,NaN,-1,false,0,1,2,ERROR-null-result,
1756822052761,NaN,-1,false,0,1,1,ERROR-null-result,
1756822057760,NaN,-1,false,0,1,1,ERROR-null-result,
1756822062778,NaN,-1,false,0,1,1,ERROR-null-result,
1756822067763,NaN,-1,false,0,1,1,ERROR-null-result,
1756822072760,NaN,-1,false,0,1,1,ERROR-null-result,
1756822077761,NaN,-1,false,0,1,1,ERROR-null-result,
1756822082761,NaN,-1,false,0,1,1,ERROR-null-result,
1756822087759,NaN,-1,false,0,1,1,ERROR-null-result,
1756822092761,NaN,-1,false,0,1,2,ERROR-null-result,
1756822097761,NaN,-1,false,0,1,1,ERROR-null-result,
1756822102761,NaN,-1,false,0,1,2,ERROR-null-result,
1756822107759,NaN,-1,false,0,1,2,ERROR-null-result,
1756822112775,NaN,-1,false,0,1,1,ERROR-null-result,
1756822117761,NaN,-1,false,0,1,2,ERROR-null-result,
1756822122764,NaN,-1,false,0,1,1,ERROR-null-result,
1756822127766,NaN,-1,false,0,1,2,ERROR-null-result,
1756822132761,NaN,-1,false,0,1,3,ERROR-null-result,
1756822137761,NaN,-1,false,0,1,3,ERROR-null-result,
1756822142760,NaN,-1,false,0,1,1,ERROR-null-result,
1756893057427,NaN,-1,false,0,0,2,ERROR-null-result,
1756893062428,NaN,-1,false,0,0,1,ERROR-null-result,
1756893067410,NaN,-1,false,0,0,1,ERROR-null-result,
1756893072410,NaN,-1,false,0,0,2,ERROR-null-result,
1756893077405,NaN,-1,false,0,0,1,ERROR-null-result,
1756893082419,NaN,-1,false,0,0,2,ERROR-null-result,
1756893087414,NaN,-1,false,0,0,2,ERROR-null-result,
1756893092407,NaN,-1,false,0,0,2,ERROR-null-result,
1756893097419,NaN,-1,false,0,0,3,ERROR-null-result,
1756893102408,NaN,-1,false,0,0,2,ERROR-null-result,
1756893107405,NaN,-1,false,0,0,2,ERROR-null-result,
1756893112423,NaN,-1,false,0,0,16,ERROR-null-result,
1756893117404,NaN,-1,false,0,0,2,ERROR-null-result,
1756893122434,NaN,-1,false,0,0,1,ERROR-null-result,
1756893127404,NaN,-1,false,0,0,1,ERROR-null-result,
1756893132421,NaN,-1,false,0,0,2,ERROR-null-result,
1756893137410,NaN,-1,false,0,0,3,ERROR-null-result,
1756893142415,NaN,-1,false,0,0,1,ERROR-null-result,
1756893147406,NaN,-1,false,0,0,2,ERROR-null-result,
1756893152417,NaN,-1,false,0,0,4,ERROR-null-result,
1756893157416,NaN,-1,false,0,0,1,ERROR-null-result,
1756893162422,NaN,-1,false,0,0,3,ERROR-null-result,
1756893167405,NaN,-1,false,0,0,1,ERROR-null-result,
1756893172425,NaN,-1,false,0,0,3,ERROR-null-result,
1756893177405,NaN,-1,false,0,0,1,ERROR-null-result,
1756893182420,NaN,-1,false,0,0,2,ERROR-null-result,
1756893187405,NaN,-1,false,0,0,2,ERROR-null-result,
1756893192416,NaN,-1,false,0,0,2,ERROR-null-result,
1756893197423,NaN,-1,false,0,0,2,ERROR-null-result,
1756893202405,NaN,-1,false,0,0,1,ERROR-null-result,
1756893207419,NaN,-1,false,0,0,2,ERROR-null-result,
1756893212411,NaN,-1,false,0,0,2,ERROR-null-result,
1756893217406,NaN,-1,false,0,0,2,ERROR-null-result,
1756893222421,NaN,-1,false,0,0,2,ERROR-null-result,
1756893227405,NaN,-1,false,0,0,2,ERROR-null-result,
1756893232420,NaN,-1,false,0,0,3,ERROR-null-result,
1756893237402,NaN,-1,false,0,0,1,ERROR-null-result,
1756893242418,NaN,-1,false,0,0,1012,ERROR-null-result,
1756893247405,NaN,-1,false,0,0,1,ERROR-null-result,
1756893252419,NaN,-1,false,0,0,1,ERROR-null-result,
1756893257406,NaN,-1,false,0,0,2,ERROR-null-result,
1756893262420,NaN,-1,false,0,0,2,ERROR-null-result,
1756893267404,NaN,-1,false,0,0,1,ERROR-null-result,
1756893272434,NaN,-1,false,0,0,2,ERROR-null-result,
1756893277405,NaN,-1,false,0,0,1,ERROR-null-result,
1756893282423,NaN,-1,false,0,0,3,ERROR-null-result,
1756893287406,NaN,-1,false,0,0,1,ERROR-null-result,
1756893292420,NaN,-1,false,0,0,3,ERROR-null-result,
1756893297409,NaN,-1,false,0,0,3,ERROR-null-result,
1756893302408,NaN,-1,false,0,0,3,ERROR-null-result,
1756893307421,NaN,-1,false,0,0,2,ERROR-null-result,
1756893312403,NaN,-1,false,0,0,1,ERROR-null-result,
1756893317425,NaN,-1,false,0,0,7,ERROR-null-result,
1756893322407,NaN,-1,false,0,0,3,ERROR-null-result,
1756893327422,NaN,-1,false,0,0,2,ERROR-null-result,
1756893332406,NaN,-1,false,0,0,2,ERROR-null-result,
1756893337436,NaN,-1,false,0,0,7,ERROR-null-result,
1756893342422,NaN,-1,false,0,0,3,ERROR-null-result,
1756893347405,NaN,-1,false,0,0,2,ERROR-null-result,
1756893352420,NaN,-1,false,0,0,5,ERROR-null-result,
1756893357406,NaN,-1,false,0,0,2,ERROR-null-result,
1756893362426,NaN,-1,false,0,0,3,ERROR-null-result,
1756893367421,NaN,-1,false,0,0,3,ERROR-null-result,
1756893372404,NaN,-1,false,0,0,2,ERROR-null-result,
1756893377421,NaN,-1,false,0,0,3,ERROR-null-result,
1756893382405,NaN,-1,false,0,0,2,ERROR-null-result,
1756893387435,NaN,-1,false,0,0,3,ERROR-null-result,
1756893392406,NaN,-1,false,0,0,3,ERROR-null-result,
1756893397436,NaN,-1,false,0,0,3,ERROR-null-result,
1756893402421,NaN,-1,false,0,0,2,ERROR-null-result,
1756893407406,NaN,-1,false,0,0,2,ERROR-null-result,
1756893412422,NaN,-1,false,0,0,2,ERROR-null-result,
1756893417405,NaN,-1,false,0,0,2,ERROR-null-result,
1756893422421,NaN,-1,false,0,0,2,ERROR-null-result,
1756893427404,NaN,-1,false,0,0,2,ERROR-null-result,
1756893432411,NaN,-1,false,0,0,1,ERROR-null-result,
1756893437421,NaN,-1,false,0,0,2,ERROR-null-result,
1756893442410,NaN,-1,false,0,0,2,ERROR-null-result,
1756893516614,NaN,-1,false,0,0,6,ERROR-null-result,
1756893516621,NaN,-1,false,0,0,1,ERROR-null-result,
1756893516624,NaN,-1,false,0,0,7,ERROR-null-result,
1756893516649,NaN,-1,false,0,0,1,ERROR-null-result,
1756893516653,NaN,-1,false,0,0,9,ERROR-null-result,
1756893516664,NaN,-1,false,0,0,5,ERROR-null-result,
1756893516670,NaN,-1,false,0,0,1,ERROR-null-result,
1756893516673,NaN,-1,false,0,0,1,ERROR-null-result,
1756893516676,NaN,-1,false,0,0,1,ERROR-null-result,
1756893516679,NaN,-1,false,0,0,348,ERROR-null-result,
