ts,avg,measurement,occupied,autoCnt,manualCnt,dmccLatencyMs,autoCntAtRecord,manualCntAtRecord
1755690772807,90.4,93.0,true,103,0,1,103,0
1755690777816,91.4,98.0,true,104,0,1,104,0
1755690782819,94.2,98.0,true,105,0,1,105,0
1755690787821,97.8,103.0,true,106,0,1,106,0
1755690792810,98.8,102.0,true,107,0,1,107,0
1755690797820,99.6,97.0,true,108,0,1,108,0
1755690802821,100.2,101.0,true,109,0,1,109,0
1755690807817,100.4,99.0,true,110,0,1,110,0
1755690812818,100.0,101.0,true,111,0,1,111,0
1755690817818,101.0,107.0,true,112,0,1,112,0
1755690822824,101.6,100.0,true,113,0,1,113,0
1755690827814,103.8,112.0,true,114,0,1,114,0
1755690832804,108.2,121.0,true,115,0,1,115,0
1755690837821,108.8,104.0,true,116,0,1,116,0
1755690842806,107.4,100.0,true,117,0,1,117,0
1755690847827,106.0,93.0,true,118,0,1,118,0
1755690852810,102.0,92.0,true,119,0,1,119,0
1755690857819,95.4,88.0,true,120,0,1,120,0
1755690862824,92.6,90.0,true,121,0,1,121,0
1755690867805,90.8,91.0,true,122,0,1,122,0
1755690872826,88.8,83.0,true,123,0,1,123,0
1755690877807,87.6,86.0,true,124,0,1,124,0
1755690882819,88.0,90.0,true,125,0,1,125,0
1755690887821,86.4,82.0,true,126,0,1,126,0
1755690892806,85.4,86.0,true,127,0,1,127,0
1755690897828,86.2,87.0,true,128,0,1,128,0
1755690902824,87.2,91.0,true,129,0,1,129,0
1755690907806,86.4,86.0,true,130,0,1,130,0
1755690912823,87.0,85.0,true,131,0,1,131,0
1755690917810,85.8,80.0,true,132,0,1,132,0
1755690922818,84.0,78.0,true,133,0,1,133,0
1755690927830,82.2,82.0,true,134,0,1,134,0
1755690932814,83.0,90.0,true,135,0,1,135,0
1755690937818,84.6,93.0,true,136,0,1,136,0
1755690942818,86.4,89.0,true,137,0,1,137,0
1755690947818,91.2,102.0,true,138,0,1,138,0
1755690952815,95.8,105.0,true,139,0,1,139,0
1755690957832,98.2,102.0,true,140,0,1,140,0
1755690962807,100.0,102.0,true,141,0,1,141,0
1755690967815,102.8,103.0,true,142,0,1,142,0
1755690972827,103.4,105.0,true,143,0,1,143,0
1755690977827,103.6,106.0,true,144,0,1,144,0
1755690982822,104.2,105.0,true,145,0,1,145,0
1755690987806,103.2,97.0,true,146,0,1,146,0
1755690992824,102.2,98.0,true,147,0,1,147,0
1755690997809,100.6,97.0,true,148,0,1,148,0
1755691002821,98.2,94.0,true,149,0,1,149,0
1755691007820,94.0,84.0,true,150,0,1,150,0
1755691012824,92.4,89.0,true,151,0,1,151,0
1755691017814,90.0,86.0,true,152,0,1,152,0
1755691022811,86.6,80.0,true,153,0,1,153,0
1755691027812,85.4,88.0,true,154,0,1,154,0
1755691032820,86.0,87.0,true,155,0,1,155,0
1755691037824,86.6,92.0,true,156,0,1,156,0
1755691042810,87.4,90.0,true,157,0,1,157,0
1755691047827,87.8,82.0,true,158,0,1,158,0
1755691052817,88.0,89.0,true,159,0,1,159,0
1755691057827,89.0,92.0,true,160,0,1,160,0
1755691062825,88.4,89.0,true,161,0,1,161,0
1755691067810,89.4,95.0,true,162,0,1,162,0
1755691072816,92.6,98.0,true,163,0,1,163,0
1755691077819,93.0,91.0,true,164,0,1,164,0
1755691082818,92.4,89.0,true,165,0,1,165,0
1755691087826,91.8,86.0,true,166,0,1,166,0
1755691092812,88.8,80.0,true,167,0,1,167,0
1755691097815,85.0,79.0,true,168,0,1,168,0
1755691102827,83.8,85.0,true,169,0,1,169,0
1755691107807,83.6,88.0,true,170,0,1,170,0
1755691112836,85.2,94.0,true,171,0,1,171,0
1755691117806,89.6,102.0,true,172,0,1,172,0
1755691122826,94.8,105.0,true,173,0,1,173,0
1755691127805,98.8,105.0,true,174,0,1,174,0
1755691132819,102.2,105.0,true,175,0,1,175,0
1755691137817,103.0,98.0,true,176,0,1,176,0
1755691142828,101.6,95.0,true,177,0,1,177,0
1755691147816,98.6,90.0,true,178,0,1,178,0
1755691152822,94.4,84.0,true,179,0,1,179,0
1755691157803,91.2,89.0,true,180,0,1,180,0
1755691162814,90.0,92.0,true,181,0,1,181,0
1755691167833,90.2,96.0,true,182,0,1,182,0
1755691172815,90.0,89.0,true,183,0,1,183,0
1755691177807,92.0,94.0,true,184,0,1,184,0
1755691182824,93.8,98.0,true,185,0,1,185,0
1755691187802,94.6,96.0,true,186,0,1,186,0
1755691192820,94.0,93.0,true,187,0,1,187,0
1755691197819,96.6,102.0,true,188,0,1,188,0
1755691202828,98.2,102.0,true,189,0,1,189,0
1755691207823,98.8,101.0,true,190,0,1,190,0
1755691212814,99.2,98.0,true,191,0,1,191,0
1755691217807,99.0,92.0,true,192,0,1,192,0
1755691222827,98.2,98.0,true,193,0,1,193,0
1755691227817,96.4,93.0,true,194,0,1,194,0
1755691232825,93.8,88.0,true,195,0,1,195,0
1755691237808,91.6,87.0,true,196,0,1,196,0
1755691242820,89.8,83.0,true,197,0,1,197,0
1755691247819,86.4,81.0,true,198,0,1,198,0
1755691252817,84.0,81.0,true,199,0,1,199,0
1755691257832,80.8,72.0,true,200,0,1,200,0
1755691262815,78.6,76.0,true,201,0,1,201,0
1755691267807,78.0,80.0,true,202,0,1,202,0
1755691272822,77.4,78.0,true,203,0,1,203,0
1755691277822,76.0,74.0,true,204,0,1,204,0
1755691282802,75.4,69.0,true,205,0,1,205,0
1755691287816,73.2,65.0,true,206,0,1,206,0
1755691292819,69.2,60.0,true,207,0,1,207,0
1755691297817,66.4,64.0,true,208,0,1,208,0
1755691302819,65.8,71.0,true,209,0,1,209,0
1755691307817,67.2,76.0,true,210,0,1,210,0
1755691312822,70.4,81.0,true,211,0,1,211,0
1755691317820,74.2,79.0,true,212,0,1,212,0
1755691322817,77.0,78.0,true,213,0,1,213,0
1755691327816,79.0,81.0,true,214,0,1,214,0
1755691332817,78.8,75.0,true,215,0,1,215,0
1755691337815,77.6,75.0,true,216,0,1,216,0
1755691342815,76.2,72.0,true,217,0,1,217,0
1755691347822,75.0,72.0,true,218,0,1,218,0
1755691352817,73.2,72.0,true,219,0,1,219,0
1755691357830,73.2,75.0,true,220,0,1,220,0
1755691362817,73.0,74.0,true,221,0,1,221,0
1755691367817,74.6,80.0,true,222,0,1,222,0
1755691372817,75.0,74.0,true,223,0,1,223,0
1755691377819,75.2,73.0,true,224,0,1,224,0
1755691382818,77.4,86.0,true,225,0,1,225,0
1755691387813,79.8,86.0,true,226,0,1,226,0
1755691392825,82.4,93.0,true,227,0,1,227,0
1755691397805,85.4,89.0,true,228,0,1,228,0
1755691402826,89.2,92.0,true,229,0,1,229,0
1755691407805,89.0,85.0,true,230,0,1,230,0
1755691412816,88.2,82.0,true,231,0,1,231,0
1755691417827,87.2,88.0,true,232,0,1,232,0
1755691422825,86.0,83.0,true,233,0,1,233,0
1755691427807,85.2,88.0,true,234,0,1,234,0
1755691432820,86.6,92.0,true,235,0,1,235,0
1755691437815,89.2,95.0,true,236,0,1,236,0
1755691442820,90.8,96.0,true,237,0,1,237,0
1755691447816,93.2,95.0,true,238,0,1,238,0
1755691452824,94.2,93.0,true,239,0,1,239,0
1755691457811,94.4,93.0,true,240,0,1,240,0
1755691462806,94.6,96.0,true,241,0,1,241,0
1755691467819,93.8,92.0,true,242,0,1,242,0
1755691472817,93.4,93.0,true,243,0,1,243,0
1755691477817,94.8,100.0,true,244,0,1,244,0
1755691482818,95.8,98.0,true,245,0,1,245,0
1755691487828,95.8,96.0,true,246,0,1,246,0
1755691492820,97.2,99.0,true,247,0,1,247,0
1755691497817,98.8,101.0,true,248,0,1,248,0
1755691502817,100.0,106.0,true,249,0,1,249,0
1755691507817,100.8,102.0,true,250,0,1,250,0
1755691512822,100.8,96.0,true,251,0,1,251,0
1755691517812,100.2,96.0,true,252,0,1,252,0
1755691522817,101.0,105.0,true,253,0,1,253,0
1755691527807,102.2,112.0,true,254,0,1,254,0
1755691532826,103.0,106.0,true,255,0,1,255,0
1755691537815,103.2,97.0,true,256,0,1,256,0
1755691542805,103.0,95.0,true,257,0,1,257,0
1755691547816,100.8,94.0,true,258,0,1,258,0
1755691552824,96.8,92.0,true,259,0,1,259,0
1755691557813,92.8,86.0,true,260,0,1,260,0
1755691562805,91.0,88.0,true,261,0,1,261,0
1755691567826,88.6,83.0,true,262,0,1,262,0
1755691572820,85.4,78.0,true,263,0,1,263,0
1755691577823,84.2,86.0,true,264,0,1,264,0
1755691582815,84.2,86.0,true,265,0,1,265,0
1755691587810,84.0,87.0,true,266,0,1,266,0
1755691592815,85.6,91.0,true,267,0,1,267,0
1755691597817,86.6,83.0,true,268,0,1,268,0
1755691602817,85.8,82.0,true,269,0,1,269,0
1755691607822,84.2,78.0,true,270,0,1,270,0
1755691612803,82.6,79.0,true,271,0,1,271,0
1755691617819,80.6,81.0,true,272,0,1,272,0
1755691622821,79.6,78.0,true,273,0,1,273,0
1755691627817,79.6,82.0,true,274,0,1,274,0
1755691632822,80.6,83.0,true,275,0,1,275,0
1755691637815,79.8,75.0,true,276,0,1,276,0
1755691642808,76.8,66.0,true,277,0,1,277,0
1755691647820,74.8,68.0,true,278,0,1,278,0
1755691652821,72.8,72.0,true,279,0,1,279,0
1755691657816,70.2,70.0,true,280,0,1,280,0
1755691662816,70.0,74.0,true,281,0,1,281,0
1755691667814,71.4,73.0,true,282,0,1,282,0
1755691672808,73.2,77.0,true,283,0,1,283,0
1755691677818,74.8,80.0,true,284,0,1,284,0
1755691682821,76.8,80.0,true,285,0,1,285,0
1755691687826,78.6,83.0,true,286,0,1,286,0
1755691692807,81.6,88.0,true,287,0,1,287,0
1755691697815,84.6,92.0,true,288,0,1,288,0
1755691702812,85.0,82.0,true,289,0,1,289,0
1755691707818,84.2,76.0,true,290,0,1,290,0
1755691712827,82.2,73.0,true,291,0,1,291,0
1755691717824,78.8,71.0,true,292,0,1,292,0
1755691722806,75.2,74.0,true,293,0,1,293,0
1755691727819,73.8,75.0,true,294,0,1,294,0
1755691732831,76.0,87.0,true,295,0,1,295,0
1755691737811,78.4,85.0,true,296,0,1,296,0
1755691742811,79.8,78.0,true,297,0,1,297,0
1755691747816,81.8,84.0,true,298,0,1,298,0
1755691752826,83.2,82.0,true,299,0,1,299,0
1755691757808,82.0,81.0,true,300,0,1,300,0
1755691762824,81.6,83.0,true,301,0,1,301,0
1755691767813,82.0,80.0,true,302,0,1,302,0
1755691772813,80.8,78.0,true,303,0,1,303,0
1755691777810,80.8,82.0,true,304,0,1,304,0
1755691782814,81.0,82.0,true,305,0,1,305,0
1755691787808,80.4,80.0,true,306,0,1,306,0
1755691792817,82.0,88.0,true,307,0,1,307,0
1755691797831,83.6,86.0,true,308,0,1,308,0
1755691802817,84.4,86.0,true,309,0,1,309,0
1755691807816,82.8,74.0,true,310,0,1,310,0
1755691812824,81.4,73.0,true,311,0,1,311,0
1755691817808,78.2,72.0,true,312,0,1,312,0
1755691822813,77.6,83.0,true,313,0,1,313,0
1755691827817,77.4,85.0,true,314,0,1,314,0
1755691832828,79.6,85.0,true,315,0,1,315,0
1755691837816,82.6,88.0,true,316,0,1,316,0
1755691842819,86.2,90.0,true,317,0,1,317,0
1755691847818,86.8,86.0,true,318,0,1,318,0
1755691852815,87.0,86.0,true,319,0,1,319,0
1755691857813,86.6,83.0,true,320,0,1,320,0
1755691862817,84.8,79.0,true,321,0,1,321,0
1755691867825,82.6,79.0,true,322,0,1,322,0
1755691872816,80.4,75.0,true,323,0,1,323,0
1755691877811,79.2,80.0,true,324,0,1,324,0
1755691882817,78.4,79.0,true,325,0,1,325,0
1755691887816,79.0,82.0,true,326,0,1,326,0
1755691892819,79.6,82.0,true,327,0,1,327,0
1755691897817,83.8,96.0,true,328,0,1,328,0
1755691902818,86.4,93.0,true,329,0,1,329,0
1755691907816,89.0,92.0,true,330,0,1,330,0
1755691912822,92.2,98.0,true,331,0,1,331,0
1755691917810,96.0,101.0,true,332,0,1,332,0
1755691922824,96.8,100.0,true,333,0,1,333,0
1755691927806,99.8,108.0,true,334,0,1,334,0
1755691932815,100.2,94.0,true,335,0,1,335,0
1755691937821,100.8,101.0,true,336,0,1,336,0
1755691942813,99.8,96.0,true,337,0,1,337,0
1755691947817,99.4,98.0,true,338,0,1,338,0
1755691952818,96.8,95.0,true,339,0,1,339,0
1755691957820,97.2,96.0,true,340,0,1,340,0
1755691962821,96.8,99.0,true,341,0,1,341,0
1755691967827,97.6,100.0,true,342,0,1,342,0
1755691972829,97.8,99.0,true,343,0,1,343,0
1755691977825,98.0,96.0,true,344,0,1,344,0
1755691982817,98.8,100.0,true,345,0,1,345,0
1755691987817,100.0,105.0,true,346,0,1,346,0
1755691992821,99.2,96.0,true,347,0,1,347,0
1755691997817,100.0,103.0,true,348,0,1,348,0
1755692002827,100.4,98.0,true,349,0,1,349,0
1755692007807,98.4,90.0,true,350,0,1,350,0
1755692012828,95.4,90.0,true,351,0,1,351,0
1755692017820,93.0,84.0,true,352,0,1,352,0
1755692022819,88.6,81.0,true,353,0,1,353,0
1755692027819,86.6,88.0,true,354,0,1,354,0
1755692032815,84.6,80.0,true,355,0,1,355,0
1755692037816,82.2,78.0,true,356,0,1,356,0
1755692042823,80.6,76.0,true,357,0,1,357,0
1755692047817,79.8,77.0,true,358,0,1,358,0
1755692052818,79.4,86.0,true,359,0,1,359,0
1755692057824,82.8,97.0,true,360,0,1,360,0
1755692062802,88.0,104.0,true,361,0,1,361,0
1755692067815,92.2,97.0,true,362,0,1,362,0
1755692072834,96.2,97.0,true,363,0,1,363,0
1755692077813,97.2,91.0,true,364,0,1,364,0
1755692082804,96.6,94.0,true,365,0,1,365,0
1755692087823,94.4,93.0,true,366,0,1,366,0
1755692092814,94.8,99.0,true,367,0,1,367,0
1755692097810,95.4,100.0,true,368,0,1,368,0
1755692102820,98.2,105.0,true,369,0,1,369,0
1755692107825,100.4,105.0,true,370,0,1,370,0
1755692112813,103.0,106.0,true,371,0,1,371,0
1755692117817,105.2,110.0,true,372,0,1,372,0
1755692122817,107.6,112.0,true,373,0,1,373,0
1755692127828,107.8,106.0,true,374,0,1,374,0
1755692132817,108.0,106.0,true,375,0,1,375,0
1755692137817,108.4,108.0,true,376,0,1,376,0
1755692142824,108.2,109.0,true,377,0,1,377,0
1755692147806,108.2,112.0,true,378,0,1,378,0
1755692152820,109.2,111.0,true,379,0,1,379,0
1755692157821,110.4,112.0,true,380,0,1,380,0
1755692162824,110.4,108.0,true,381,0,1,381,0
1755692167815,110.6,110.0,true,382,0,1,382,0
1755692172815,109.2,105.0,true,383,0,1,383,0
1755692177816,105.4,92.0,true,384,0,1,384,0
1755692182807,100.2,86.0,true,385,0,1,385,0
1755692187828,96.4,89.0,true,386,0,1,386,0
1755692192823,92.6,91.0,true,387,0,1,387,0
1755692197810,90.6,95.0,true,388,0,1,388,0
1755692202816,92.4,101.0,true,389,0,1,389,0
1755692207817,97.8,113.0,true,390,0,1,390,0
1755692212823,101.0,105.0,true,391,0,1,391,0
1755692217820,103.6,104.0,true,392,0,1,392,0
1755692222822,105.4,104.0,true,393,0,1,393,0
1755692227807,105.8,103.0,true,394,0,1,394,0
1755692232815,105.6,112.0,true,395,0,1,395,0
1755692237827,106.4,109.0,true,396,0,1,396,0
1755692242823,107.6,110.0,true,397,0,1,397,0
1755692247813,108.6,109.0,true,398,0,1,398,0
1755692252815,108.0,100.0,true,399,0,1,399,0
1755692257806,105.4,99.0,true,400,0,1,400,0
1755692262817,102.2,93.0,true,401,0,1,401,0
1755692267825,99.0,94.0,true,402,0,1,402,0
1755692272805,94.2,85.0,true,403,0,1,403,0
1755692277814,93.0,94.0,true,404,0,1,404,0
1755692282821,92.2,95.0,true,405,0,1,405,0
1755692287818,92.8,96.0,true,406,0,1,406,0
1755692292825,93.2,96.0,true,407,0,1,407,0
1755692297810,95.6,97.0,true,408,0,1,408,0
1755692302819,98.2,107.0,true,409,0,1,409,0
1755692307823,97.2,90.0,true,410,0,1,410,0
1755692312807,96.0,90.0,true,411,0,1,411,0
1755692317822,96.0,96.0,true,412,0,1,412,0
1755692322810,96.8,101.0,true,413,0,1,413,0
1755692327815,95.6,101.0,true,414,0,1,414,0
1755692332824,98.6,105.0,true,415,0,1,415,0
1755692337810,98.8,91.0,true,416,0,1,416,0
1755692342827,99.8,101.0,true,417,0,1,417,0
1755692347818,98.6,95.0,true,418,0,1,418,0
1755692352825,96.8,92.0,true,419,0,1,419,0
1755692357807,93.8,90.0,true,420,0,1,420,0
1755692362824,93.4,89.0,true,421,0,1,421,0
1755692367818,91.8,93.0,true,422,0,1,422,0
1755692372826,92.2,97.0,true,423,0,1,423,0
1755692377804,91.6,89.0,true,424,0,1,424,0
1755692382814,89.6,80.0,true,425,0,1,425,0
1755692387825,87.0,76.0,true,426,0,1,426,0
1755692392810,84.4,80.0,true,427,0,1,427,0
1755692397817,80.8,79.0,true,428,0,1,428,0
1755692402818,77.4,72.0,true,429,0,1,429,0
1755692407823,76.8,77.0,true,430,0,1,430,0
1755692412806,75.4,69.0,true,431,0,1,431,0
1755692417817,73.0,68.0,true,432,0,1,432,0
1755692422824,70.0,64.0,true,433,0,1,433,0
1755692427821,69.0,67.0,true,434,0,1,434,0
1755692432824,68.0,72.0,true,435,0,1,435,0
1755692437818,68.2,70.0,true,436,0,1,436,0
1755692442829,67.4,64.0,true,437,0,1,437,0
1755692447832,67.6,65.0,true,438,0,1,438,0
1755692452807,67.6,67.0,true,439,0,1,439,0
1755692457817,66.0,64.0,true,440,0,1,440,0
1755692462816,64.6,63.0,true,441,0,1,441,0
1755692467826,65.0,66.0,true,442,0,1,442,0
1755692472814,65.2,66.0,true,443,0,1,443,0
1755692477804,64.2,62.0,true,444,0,1,444,0
1755692482817,64.6,66.0,true,445,0,1,445,0
1755692487825,64.6,63.0,true,446,0,1,446,0
1755692492806,64.4,65.0,true,447,0,1,447,0
1755692497817,63.6,62.0,true,448,0,1,448,0
1755692502828,65.6,72.0,true,449,0,1,449,0
1755692507817,66.6,71.0,true,450,0,1,450,0
1755692512818,68.2,71.0,true,451,0,1,451,0
1755692517823,70.8,78.0,true,452,0,1,452,0
1755692522807,72.2,69.0,true,453,0,1,453,0
1755692527820,71.6,69.0,true,454,0,1,454,0
1755692532820,70.8,67.0,true,455,0,1,455,0
1755692537824,69.4,64.0,true,456,0,1,456,0
1755692542809,67.2,67.0,true,457,0,1,457,0
1755692547821,65.2,59.0,true,458,0,1,458,0
1755692552814,64.2,64.0,true,459,0,1,459,0
1755692557820,62.6,59.0,true,460,0,1,460,0
1755692562822,62.8,65.0,true,461,0,1,461,0
1755692567806,62.2,64.0,true,462,0,1,462,0
1755692572821,63.2,64.0,true,463,0,1,463,0
1755692577826,62.2,59.0,true,464,0,1,464,0
1755692582808,63.6,66.0,true,465,0,1,465,0
1755692587819,62.8,61.0,true,466,0,1,466,0
1755692592822,61.0,55.0,true,467,0,1,467,0
1755692597808,60.0,59.0,true,468,0,1,468,0
1755692602820,60.4,61.0,true,469,0,1,469,0
1755692607822,58.0,54.0,true,470,0,1,470,0
1755692612814,55.8,50.0,true,471,0,1,471,0
1755692617810,53.6,44.0,true,472,0,1,472,0
1755692622826,49.4,38.0,true,473,0,1,473,0
1755692627797,44.8,38.0,true,474,0,1,474,0
1755692632818,43.0,45.0,true,475,0,1,475,0
1755692637831,43.6,53.0,true,476,0,1,476,0
1755692642824,45.8,55.0,true,477,0,1,477,0
1755692647811,49.8,58.0,true,478,0,1,478,0
1755692652821,52.6,52.0,true,479,0,1,479,0
1755692657824,56.8,66.0,true,480,0,1,480,0
1755692662803,60.2,70.0,true,481,0,1,481,0
1755692667815,62.2,65.0,true,482,0,1,482,0
1755692672824,62.2,58.0,true,483,0,1,483,0
1755692677827,65.2,67.0,true,484,0,1,484,0
1755692682817,64.8,64.0,true,485,0,1,485,0
1755692687820,63.6,64.0,true,486,0,1,486,0
1755692692814,61.0,52.0,true,487,0,1,487,0
1755692697814,60.2,54.0,true,488,0,1,488,0
1755692702821,58.6,59.0,true,489,0,1,489,0
1755692707821,58.4,63.0,true,490,0,1,490,0
1755692712812,60.0,72.0,true,491,0,1,491,0
1755692717817,66.4,84.0,true,492,0,1,492,0
1755692722822,73.2,88.0,true,493,0,1,493,0
1755692727817,80.0,93.0,true,494,0,1,494,0
1755692732819,85.4,90.0,true,495,0,1,495,0
1755692737826,88.2,86.0,true,496,0,1,496,0
1755692742805,89.4,90.0,true,497,0,1,497,0
1755692747818,89.4,88.0,true,498,0,1,498,0
1755692752828,86.0,76.0,true,499,0,1,499,0
1755692757822,83.4,77.0,true,500,0,1,500,0
1755692762806,82.0,79.0,true,501,0,1,501,0
1755692767818,79.6,78.0,true,502,0,1,502,0
1755692772824,77.8,79.0,true,503,0,1,503,0
1755692777811,77.4,74.0,true,504,0,1,504,0
1755692782806,77.0,75.0,true,505,0,1,505,0
1755692787818,77.2,80.0,true,506,0,1,506,0
1755692792815,78.6,85.0,true,507,0,1,507,0
1755692797826,80.0,86.0,true,508,0,1,508,0
1755692802806,82.6,87.0,true,509,0,1,509,0
1755692807824,83.6,80.0,true,510,0,1,510,0
1755692812818,84.2,83.0,true,511,0,1,511,0
1755692817815,83.6,82.0,true,512,0,1,512,0
1755692822814,83.2,84.0,true,513,0,1,513,0
1755692827815,83.8,90.0,true,514,0,1,514,0
1755692832825,85.2,87.0,true,515,0,1,515,0
1755692837807,88.0,97.0,true,516,0,1,516,0
1755692842827,89.8,91.0,true,517,0,1,517,0
1755692847815,90.8,89.0,true,518,0,1,518,0
1755692852817,89.6,84.0,true,519,0,1,519,0
1755692857828,90.2,90.0,true,520,0,1,520,0
1755692862818,87.2,82.0,true,521,0,1,521,0
1755692867825,86.4,87.0,true,522,0,1,522,0
1755692872807,86.0,87.0,true,523,0,1,523,0
1755692877827,87.4,91.0,true,524,0,1,524,0
1755692882807,86.4,85.0,true,525,0,1,525,0
1755692887816,87.6,88.0,true,526,0,1,526,0
1755692892820,88.8,93.0,true,527,0,1,527,0
1755692897822,88.0,83.0,true,528,0,1,528,0
1755692902812,86.6,84.0,true,529,0,1,529,0
1755692907816,86.8,86.0,true,530,0,1,530,0
1755692912810,87.8,93.0,true,531,0,1,531,0
1755692917822,90.2,105.0,true,532,0,1,532,0
1755692922810,94.0,102.0,true,533,0,1,533,0
1755692927817,95.6,92.0,true,534,0,1,534,0
